accession,file_accession,file_type,file_format,file_size,output_category,output_type,target,investigated_as,nucleic_acid_term,assay,treatment_id,treatment,treatment_amount,treatment_amount_unit,treatment_duration,treatment_duration_unit,treatment_temperature,treatment_temperature_unit,treatment_notes,biosample_id,biosample_type,biosample_name,dataset_biosample_summary,dataset_description,replicate_libraries,replicate_antibody,antibody_target,antibody_characterization,antibody_caption,organism,dataset_type,assembly,status,controls,controlled_by,lab,run_type,read_length,paired_end,paired_with,platform,href,biological_replicates,biological_replicate_number,technical_replicate_number,replicate_list,technical_replicates,project,dataset,dbxrefs,superseded_by,file_status,submitted_by,library,derived_from,file_format_type,file_format_specifications,genome_annotation,external_accession,date_released,biosample_ontology,md5sum
ENCSR000EDY,ENCFF000XPI,bigWig,bigWig,325.3 Mb,signal,signal,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,NA,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,"Michael Snyder, Stanford",NA,NA,NA,NA,NA,/files/ENCFF000XPI/@@download/ENCFF000XPI.bigWig,NA,NA,NA,NA,NA,ENCODE,/experiments/ENCSR000EDY/,NA,NA,archived,Trupti Kawli,NA,NA,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,2d1deb303e39c1a2c0376e23a8f16cb1
ENCSR000EDY,ENCFF100HQM,bam,bam,503 Mb,alignment,alignments,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AKE,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF100HQM/@@download/ENCFF100HQM.bam,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF807MUK/; /files/ENCFF000XPL/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,151e54dd73f349e4b8ab5e7c33f8b001
ENCSR000EDY,ENCFF335DHK,bigWig,bigWig,659.4 Mb,signal,signal p-value,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF335DHK/@@download/ENCFF335DHK.bigWig,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF165KZY/; /files/ENCFF699JHR/; /files/ENCFF134KPW/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,b9e5bc1534d013ee088b9bf4230d3bdc
ENCSR000EDY,ENCFF230XGL,bam,bam,748.4 Mb,alignment,unfiltered alignments,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AKE,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF230XGL/@@download/ENCFF230XGL.bam,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF643CGH/; /files/ENCFF000XPL/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,c8649cb73cb28d77a5a64e8f3f66c9f1
ENCSR000EDY,ENCFF098BMP,bigWig,bigWig,509.6 Mb,signal,signal p-value,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF098BMP/@@download/ENCFF098BMP.bigWig,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF165KZY/; /files/ENCFF699JHR/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,5c29ae1d9826a50581cb1039e8be4b4a
ENCSR000EDY,ENCFF399IIS,bigWig,bigWig,320.2 Mb,signal,fold change over control,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AKE,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF399IIS/@@download/ENCFF399IIS.bigWig,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF165KZY/; /files/ENCFF134KPW/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,773d34fcfff15213a52b038c835c795d
ENCSR000EDY,ENCFF890OWK,bam,bam,1.28 Gb,alignment,unfiltered alignments,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF890OWK/@@download/ENCFF890OWK.bam,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF807MUK/; /files/ENCFF000XPS/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,b4a95a10928261102330b92e930f56f8
ENCSR000EDY,ENCFF244KNV,bam,bam,871.7 Mb,alignment,alignments,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF244KNV/@@download/ENCFF244KNV.bam,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF807MUK/; /files/ENCFF000XPS/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,4c35fd9fa66522cd4ef581551aa50e5d
ENCSR000EDY,ENCFF803PHU,bigBed narrowPeak,bigBed,10.5 Mb,annotation,peaks and background as input for IDR,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF803PHU/@@download/ENCFF803PHU.bigBed,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF383UGF/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,11231193d305baee5e2d23f3c9a6c90b
ENCSR000EDY,ENCFF643YLP,bam,bam,744.6 Mb,alignment,unfiltered alignments,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AKE,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF643YLP/@@download/ENCFF643YLP.bam,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF807MUK/; /files/ENCFF000XPL/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,4f7e089f7d1872bd2dacf6a026630260
ENCSR000EDY,ENCFF379LRX,bigWig,bigWig,451.8 Mb,signal,fold change over control,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF379LRX/@@download/ENCFF379LRX.bigWig,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF165KZY/; /files/ENCFF699JHR/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,a423842c90fa08970d674661c8133e9e
ENCSR000EDY,ENCFF383UGF,bed narrowPeak,bed,4.6 Mb,annotation,peaks and background as input for IDR,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF383UGF/@@download/ENCFF383UGF.bed.gz,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF165KZY/; /files/ENCFF699JHR/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,7f28335c3a4e8ac3753ac41e5ed0521e
ENCSR000EDY,ENCFF720ZDL,bed narrowPeak,bed,5.3 Mb,annotation,peaks and background as input for IDR,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF720ZDL/@@download/ENCFF720ZDL.bed.gz,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF165KZY/; /files/ENCFF699JHR/; /files/ENCFF134KPW/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,c4a1d1e4e92865a3b1b05ea9042cdf06
ENCSR000EDY,ENCFF191NNV,bigWig,bigWig,631.5 Mb,signal,fold change over control,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,GRCh38,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF191NNV/@@download/ENCFF191NNV.bigWig,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,Cricket Sloan,NA,/files/ENCFF165KZY/; /files/ENCFF699JHR/; /files/ENCFF134KPW/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,5bbf5d4a6ded9888a4ab1e06ebabdca0
ENCSR000EDY,ENCFF884QMQ,bed narrowPeak,bed,5 Mb,annotation,peaks and background as input for IDR,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF884QMQ/@@download/ENCFF884QMQ.bed.gz,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF100HQM/; /files/ENCFF244KNV/; /files/ENCFF107SKX/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,2d928d3b8eabfa635b1610d123c04b80
ENCSR000EDY,ENCFF387KIC,bigWig,bigWig,572.8 Mb,signal,signal p-value,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF387KIC/@@download/ENCFF387KIC.bigWig,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF244KNV/; /files/ENCFF107SKX/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,aed36ef9a03317734c15ab6b7a6e1a98
ENCSR000EDY,ENCFF698OHI,bed narrowPeak,bed,4.6 Mb,annotation,peaks and background as input for IDR,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF698OHI/@@download/ENCFF698OHI.bed.gz,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF244KNV/; /files/ENCFF107SKX/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,1c474626f3dbae0db69c999f058e939f
ENCSR000EDY,ENCFF803ORL,bigWig,bigWig,681 Mb,signal,signal p-value,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF803ORL/@@download/ENCFF803ORL.bigWig,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF100HQM/; /files/ENCFF244KNV/; /files/ENCFF107SKX/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,d4a12d822caa3b8f3dab94d4492039f7
ENCSR000EDY,ENCFF619ZLP,bed narrowPeak,bed,35.5 Kb,annotation,conservative idr thresholded peaks,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF619ZLP/@@download/ENCFF619ZLP.bed.gz,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF884QMQ/; /files/ENCFF698OHI/; /files/ENCFF001TDO/; /files/ENCFF890UER/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,4d1ab46db5d4e40511a177c376d45e43
ENCSR000EDY,ENCFF759IZG,bigWig,bigWig,663.7 Mb,signal,fold change over control,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF759IZG/@@download/ENCFF759IZG.bigWig,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF100HQM/; /files/ENCFF244KNV/; /files/ENCFF107SKX/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,29e70d8d008a7f4afba274e120c4eac2
ENCSR000EDY,ENCFF427SJV,bigWig,bigWig,430.6 Mb,signal,fold change over control,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF427SJV/@@download/ENCFF427SJV.bigWig,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF244KNV/; /files/ENCFF107SKX/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,4840ac33786186521dd4cfed5147e755
ENCSR000EDY,ENCFF144FXY,bigWig,bigWig,327.5 Mb,signal,fold change over control,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AKE,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF144FXY/@@download/ENCFF144FXY.bigWig,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF100HQM/; /files/ENCFF107SKX/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,7ace2f4e4cc938a90340bd20081a5d8e
ENCSR000EDY,ENCFF768NFK,bigWig,bigWig,543.5 Mb,signal,signal p-value,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AKE,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF768NFK/@@download/ENCFF768NFK.bigWig,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF100HQM/; /files/ENCFF107SKX/,NA,NA,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,cbc2377518de088192188f0afe49e7e9
ENCSR000EDY,ENCFF350JQW,bigBed narrowPeak,bigBed,115.3 Kb,annotation,conservative idr thresholded peaks,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF350JQW/@@download/ENCFF350JQW.bigBed,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF619ZLP/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,1e53a2d14d39e9d6fd848ed4ec963dc7
ENCSR000EDY,ENCFF748IGG,bigBed narrowPeak,bigBed,10.8 Mb,annotation,peaks and background as input for IDR,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF748IGG/@@download/ENCFF748IGG.bigBed,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF884QMQ/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,4a812bac0809920b5754cc5b5c917766
ENCSR000EDY,ENCFF775PPJ,bed narrowPeak,bed,38.6 Kb,annotation,optimal idr thresholded peaks,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF775PPJ/@@download/ENCFF775PPJ.bed.gz,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF884QMQ/; /files/ENCFF698OHI/; /files/ENCFF001TDO/; /files/ENCFF890UER/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,275c0cb5c6eb3e6d2abcb295077fbb51
ENCSR000EDY,ENCFF890UER,bed narrowPeak,bed,4.3 Mb,annotation,peaks and background as input for IDR,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AKE,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF890UER/@@download/ENCFF890UER.bed.gz,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF100HQM/; /files/ENCFF107SKX/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,0c7c651eacc8d99e9bf02c9351327825
ENCSR000EDY,ENCFF822CYF,bigBed narrowPeak,bigBed,10.3 Mb,annotation,peaks and background as input for IDR,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AKE,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF822CYF/@@download/ENCFF822CYF.bigBed,1,NA,NA,NA,1_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF890UER/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,7e61acb2582f5c8bebf5a287bb4ecec4
ENCSR000EDY,ENCFF899VZU,bigBed narrowPeak,bigBed,119.5 Kb,annotation,optimal idr thresholded peaks,BRCA1,transcription factor,NA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF899VZU/@@download/ENCFF899VZU.bigBed,1; 2,NA,NA,NA,1_1; 2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF775PPJ/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,c90658692d8c8ee2bb44f45cd480ef55
ENCSR000EDY,ENCFF452VXS,bigBed narrowPeak,bigBed,10.5 Mb,annotation,peaks and background as input for IDR,BRCA1,transcription factor,DNA,ChIP-seq,NA,NA,NA,NA,NA,NA,NA,NA,NA,/biosamples/ENCBS638AAA/,cell line,HepG2,HepG2,BRCA1 ChIP-seq on human HepG2,ENCLB209AUS,NA,NA,NA,NA,Homo sapiens,experiments,hg19,released,ENCSR000EEN,NA,ENCODE Processing Pipeline,NA,NA,NA,NA,NA,/files/ENCFF452VXS/@@download/ENCFF452VXS.bigBed,2,NA,NA,NA,2_1,ENCODE,/experiments/ENCSR000EDY/,NA,NA,released,/users/a3f5ce81-93e3-4769-8552-7f8024ee29f9/,NA,/files/ENCFF698OHI/,narrowPeak,/documents/948203bb-8eb2-42a2-8b12-1c10f356c998/,NA,NA,2011-10-29,/biosample-types/cell_line_EFO_0001187/,8248256a22be2f5d1e4f377f679fde0f
